News,target,image-path
"The Biden Administration is engaging in extreme ‘woke’ politics by encouraging children to take chemical castration drugs and undergo surgeries, and they are lying to children by telling them puberty blockers are ""reversible.""",FALSE,Pg 28__5_d9b9b12c9306c49ebea9fdbb01ecd2c0.jpg
McDonald’s added xylitol to its ice cream which is toxic to dogs.,FALSE,Pg 28__6_314d57c0204bfa87a87a307d8e148a67.jpg
“Just passed into law today: You cannot go 5 miles over speed limit” in North Carolina.,FALSE,Pg 28__7_e6b59662910ed09fb65bc4704e4bf4e3.jpg
"Brian Kemp ""dismissed concerns about voter fraud in the 2020 election"" and ""widespread illegal ballot harvesting continued, electing two Democrat senators.""",FALSE,Pg 28__8_447f64dc701517ae994a98419e9eed1b.jpg
“A bird pooped on Joe Biden during his speech” in Iowa.,FALSE,Pg 28__9_4fd8eee3a088a75fad663b02bc0caac1.jpeg
Video of a Q&A response from Amazon’s Alexa confirms that chemtrails are being used “to reduce the human population.”,FALSE,Pg 28__10_40c1517d7c22e1a812f290377024e85e.jpg
Suggests ivermectin is an effective treatment for COVID-19,FALSE,Pg 28__11_91ba8540c9dcc6627e0065da30547e3e.jpg
Gilbert Gottfried died from the COVID-19 vaccine.,FALSE,Pg 28__13_a6068ff808063710254de9f7c872f022.jpeg
"“You couldn’t buy a cannon when, in fact, the Second Amendment passed.""",FALSE,Pg 28__16_08933d27d954f6f096a9e8c8e9e8aac8.jpg
Poland palace that Biden visited is fake.,FALSE,Pg 28__17_df8e746206e6b186fcdebca67562f444.jpeg
People protesting the Dakota Access pipeline “were intentionally poisoned” by government officials in North Dakota when a pilot “knowingly sprayed poisonous chemicals” over protesters’ camps.,FALSE,Pg 28__19_bdcefa37c0f2ab6db93ace640593ec6c.jpg
New York City is “wasting taxpayer money on” billboards in Florida.,FALSE,Pg 28__21_e3f48886fe1a43e34b947728eecf5e53.jpg
2004 video shows Anthony Fauci is ignoring science on natural immunity with regard to COVID-19.,FALSE,Pg 28__22_a44cca5d6b4092e5f205c114486bb6e6.jpeg
"“Over the course of two months, Tony Evers refused to remove (Curtis Schmitt Jr.) from the (state’s veterans) Board despite having the authority to do (so).”",FALSE,Pg 28__25_97b3ee961de757f0b4731fbd27893c1c.jpg
"“Joe Biden’s open border” means that there are “more Democrat voters pouring into this country.""",FALSE,Pg 28__26_2fceb07854191088f2ae3deb97ae67da.jpg
"“Colorado Governor Jared Polis has just signed into law a bill legalizing abortions through all nine months, up until the moment of birth.”",FALSE,Pg 28__28_6f6f5e836e387dfecd6662de85cb478a.jpg
"“Want a healthy, happy baby? Skip the Well Baby visits. They… make your baby sick.”",FALSE,Pg 28__29_219530151d8d7b62d26577d20092c1ac.jpg
"Josh Mandel doctored an image in a campaign ad but ""forgot to Photoshop the hands that clearly show he put his face on the body of a Black soldier.""",FALSE,Pg 29__2_80408c883252a8c14ddae4e4227a9782.jpg
"""Biden changes his mind and now wants to resume building Trump’s wall.""",FALSE,Pg 29__3_a747c3eaca77dd547e5a7c2232bee5bc.jpeg
"""John Fetterman's a self-described democratic socialist.""",FALSE,Pg 29__7_f1b1fa40555116997df997533584a4ef.jpg
“California introduces new bill that would allow mothers to kill their babies up to 7 days after birth.”,FALSE,Pg 29__8_f981f3c4be0c152bac286f4d43d58c1d.jpg
"A video taken from a car driving through Bucha, Ukraine, shows a corpse “moving his arm,” and then “in the rear view mirror the ‘corpse’ sits down.”",FALSE,Pg 29__13_7503d1015c6a47b148518958c0734d09.jpg
"“The House voted to cap insulin prices to $35/month, just $420 each year! Richard Hudson voted NO.”",FALSE,Pg 29__14_6fa7eadc44d4e24ce2ba10abb6ac793f.jpg
"A baby’s immune system can’t handle antigens from vaccines, because new food must be introduced slowly to identify allergic reactions.",FALSE,Pg 29__16_386eb7c5e0bf54314b69ae54b32f29cc.jpeg
The Strategic Petroleum Reserve has “been mostly empty” for decades.,FALSE,Pg 29__17_46702ba869e804cd57af799f7a16b46b.jpg
"Pfizer staged the Will Smith and Chris Rock confrontation at the Academy Awards because it ""has a new alopecia medication coming out.""",FALSE,Pg 29__18_eae59236c42bd2e652b510ee58666365.jpeg
"“You go to a store, they don’t have bread.”",FALSE,Pg 29__20_b465da80f3c1b2bccf6e224c7fce6097.jpg
A video shows crowds shouting profanity at Joe Biden.,FALSE,Pg 29__22_717219b0e373e809e8715563415d586c.jpg
"Says Chris Rock apologized after 94th Academy Awards, saying, “Last night I crossed a line that I shouldn’t have and paid the enormous price of my reputation as a renown comedian.”",FALSE,Pg 29__23_0bbe1fcc163a13dfacf632ff7306a580.jpg
"“If you look at windmills” and the greenhouse gas emissions from building to retiring them, “the overall return is negative.”",FALSE,Pg 30__1_b7a055c458bbb0c41e53240b415d8188.jpg
Ketanji Brown Jackson “says she gave pedophiles lighter sentences (because) it’s different when they use computers vs mail to get volumes of child porn. This makes ‘total sense’ according to Jackson.”,FALSE,Pg 30__4_4b42f1ba255548856e002e842e61dec0.jpg
"Virginia Tech swimmer Reka Gyorgy tweeted, “My finals spot was stolen by Lia Thomas, who is a biological male.”",FALSE,Pg 30__12_7581b5293824178d78bd93a6379036ed.jpg
"Ketanji Brown Jackson ""gave a lecture talking about critical race theory as one of the components to consider when you are making decisions on the bench.""",FALSE,Pg 30__17_1681f996d77a70be5d80c31605a7f4fb.jpg
“Putin Vows to ‘Crush’ Child Traffickers in Ukraine”,FALSE,Pg 30__21_057aa5a3e021a91577c8590d7ea60ae1.jpeg
"“Just a reminder that right before Ukraine was invaded, Hillary was found to be guilty of spying on a sitting U.S. president.”",FALSE,Pg 30__23_522e7fb0760ebf64d233eb044a492ba6.jpeg
The presence of apes calls into question the concept of evolution.,FALSE,Pg 30__26_478e8a2ebce5191d6394cc8c8f475ba4.jpg
Comparing the price of oil and gas in June 2008 to March 2022 shows that oil companies are “price gouging.”,FALSE,Pg 30__27_764f8dc76161f487adb635a5f75b8133.jpeg
"""Almost half of every dollar that we spend on gas, it goes to New York State.""",FALSE,Pg 30__28_152a5187319402e03de203b1ca80ce8b.jpg
Jan. 6 defendants “are being held in prison without being charged.”,FALSE,Pg 30__30_a16ab589289e86604e87b42e4194978c.jpg
"""Beto O'Rourke's Plan to Take 'Trans' Children from Parents.""",FALSE,Pg 31__1_0c06e642b0010de997ef1e1d4c1579a6.jpeg
Deceased Ukrainian fighter pilot Col. Oleksandr Oksanchenko was the “Ghost of Kyiv.”,FALSE,Pg 31__7_a59279fd406847e26db630d37f8ff037.jpg
“Vice President Kamala Harris laughs at the plight of Ukraine; at idea of America offering assistance”,FALSE,Pg 31__9_98005e4f9006d4e3f9c3689e10a554e5.jpeg
Says Leonardo DiCaprio gave Ukraine $10 million.,FALSE,Pg 31__13_6fc7f8106019aa996e352b9ab4c1de5d.jpeg
"Joe Biden's cancellation of the Keystone pipeline ""dramatically increased Americans' dependence on Russian oil.""",FALSE,Pg 31__15_937c0628713b05875d44bd4065150673.jpg
Facebook video shows “counting Biden’s votes at 2 a.m.”,FALSE,Pg 31__18_ad639da26dc7b012a04a0f4f0ec0768d.jpg
"""Ukrainian civilian fleeing Kyiv captures footage of downed Russian tie fighter.""",FALSE,Pg 31__22_7dde088580908b1e5cb4bf79e60e4da2.jpeg
"""Marco Rubio is following his party bosses, like Rick Scott, with his plan to raise taxes on Florida's working families, retirees and veterans.""",FALSE,Pg 31__25_10ae1a83a7cc0a2c38252a6e85c2201a.jpg
Wearing masks is “COVID theater” and “not doing anything.”,FALSE,Pg 32__6_863a0bff6b5f007a9ff0447af8dcd3d5.jpg
Image shows Ukrainian President Volodymyr Zelensky “has joined the front lines with his troops.”,FALSE,Pg 32__8_38f150d099ad14c0d6c7df44c698204f.jpeg
“I’ve been in and out of Iraq and Afghanistan over 40 times.”,FALSE,Pg 32__9_4814cc811953ef3c72e9abe6f8c71892.jpg
Photos show Ukrainian citizens destroying two Russian tanks with Molotov cocktails in Kyiv.,FALSE,Pg 32__12_79e70a9483550ecc720b9429e43c2af9.jpg
"“Over-vaccination causes faster mutation of the (COVID-19) virus, which causes a super virus we may not have the ability to fight off.”",FALSE,Pg 32__17_57e1838b229b03ce41d0027d306f2397.jpg
Sen. Ron Johnson has been “rewarding companies that outsource to China.”,FALSE,Pg 32__18_66bd5bc1106c63e2c263ccb0158b80e6.jpg
"""It was revealed in court” on Feb. 23, 2022 “that Tory Lanez DNA WAS NOT found on the weapon in the Meg Thee Stallion case.""",FALSE,Pg 32__20_b98278abb5f7670a4dab033655240850.jpeg
"""Hillary Clinton spied on President Trump.""",FALSE,Pg 32__23_52952ce04e5b83d31519be1e33ccadb3.jpg
“Republican leadership has not been clear about whether they support Rep. Ramthun’s illegal and undemocratic resolution” on the 2020 election.,FALSE,Pg 32__25_9ebaba131ffbb994b2151599cc99e242.JPG
Ethnic Russians face “genocide perpetrated by the Kyiv regime.”,FALSE,Pg 33__1_526df7849c92ad5b03fad319555c62ca.jpg
“News report accidentally reveals doctors giving ‘banned’ COVID treatment to the Queen.”,FALSE,Pg 33__5_2b5d897e1d54fab94ed5d28ce70680b3.jpg
"Says Thomas Jefferson said, “If serving in an elected office ever becomes a career, corruption will surely follow.”",FALSE,Pg 33__7_7668ea417ddb7749b80c732d9ec121bb.jpg
The Centers for Disease Control and Prevention has amassed the “largest collection of human data in history” through COVID-19 PCR tests.,FALSE,Pg 33__8_ee395d43562ef5255ee070357d636f6f.jpg
"""Ukraine was the No. 1 donor to Hillary Clinton when she was running for president.”",FALSE,Pg 33__9_bfc044579858c2fa456c7c4611c023bb.jpg
"""The latest with the Durham report is that the Clinton campaign … actually spied on the president of the United States.”",FALSE,Pg 33__14_0667ff217f0322323e7247c9f6238542.jpg
President John F. Kennedy “was planning to end the Federal Reserve.”,FALSE,Pg 33__17_c0145809ae65365540cb5f68caa4f265.jpg
“Airline CEO gets pied for forcing vaccinations”,FALSE,Pg 33__20_4547a99838341f53e32520a3b059db05.jpeg
“Trudeau declares Emergencies Act amounting to near martial law in Canada.”,FALSE,Pg 33__23_02cd9cf3dec009acf1b08ebf298a5be6.jpeg
"“Durham’s documents show that Hillary Clinton hired people who hacked into Trump’s home and office computers” and “planted evidence, fabricated evidence connecting Trump to Russia.”",FALSE,Pg 33__25_7ec55334e1521cc5790df98fa86b1cf0.jpg
"“Johns Hopkins University confirms: You can be vaccinated with a PCR test, even without knowing”",FALSE,Pg 33__26_783bf6c799ab1b16887c6bbe9a32a1a0.jpg
"""According to Congress, travel nurses need a pay cap.”",FALSE,Pg 33__27_492697bafca3faf0de2ce22e95f7987d.jpeg
COVID-19 vaccines caused a 40% increase in deaths identified by a life insurance company.,FALSE,Pg 34__5_072bc87bcf93c84267d52071cf966b5f.jpeg
“We all know China created COVID.”,FALSE,Pg 34__7_f27208ab21d26e9ca1813f8ff048e361.jpg
Says a Washington Post headline and graphic about COVID-19 deaths are misleading.,FALSE,Pg 34__8_b0a234ca544412d9ea70c8e89688cdc9.jpg
"In England, “official data shows children are up to 52 times more likely to die following COVID-19 vaccination than unvaccinated children.”",FALSE,Pg 34__9_fcd883c434f26be701f80466e532b716.jpeg
Says Bob Saget predicted his death,FALSE,Pg 34__10_43dcb76ac67607e534de4d975c208fdd.jpeg
“Got the old killdozer loaded up heading for Ottawa.”,FALSE,Pg 34__11_d22fcf69d4ce813987e019d81ab20dc3.jpeg
"Girl Scouts support ""Planned Parenthood and pro-abortion politicians.""",FALSE,Pg 34__12_b90fdee36920ee13c9c4c7a512bfdf85.jpeg
“Joe Biden uses the ATF to illegally track your gun transactions.”,FALSE,Pg 34__13_6f95302e9afd50bc294eb3dd92e58346.jpg
Says remdesivir is responsible for killing patients hospitalized with COVID-19.,FALSE,Pg 34__14_33f7e1f2985dc1c8635e2d8b45586286.jpg
Comedian Heather McDonald collapsed on stage as a result of the COVID-19 vaccine.,FALSE,Pg 34__17_043ebf8997d8d263f5283a6a714ed489.jpeg
"ICE has been illegally releasing immigrants “in Huntersville #NC13 at big box retail locations. Feds aren’t notifying anyone, just making secret drops at 3am.”",FALSE,Pg 34__23_e9eeebc8508bcf0d83f97913ad428f71.jpg
"""We've had two members engage in a Democrat-led persecution of ordinary citizens who engaged in legitimate political discourse.”",FALSE,Pg 34__24_a6db8b9f5f408935be4ef5283248f95d.jpg
"Turkey, Brazil, Britain, Sweden, Spain, Czech Republic, Mexico, El Salvador, Japan and Singapore canceled all COVID-19 quarantine procedures, testing and compulsory vaccination and are considering COVID-19 “just a seasonal flu.”",FALSE,Pg 34__25_aac8a900d51cda2b2c84d9d749689af7.jpeg
"“They call” Jan. 6 “an insurrection,” but “were FBI agents used as political agitators?""",FALSE,Pg 34__26_095a2f3ad8c3100c653fcb8cbae87512.jpg
"""Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”",FALSE,Pg 34__28_448b43de7908eef207490c9d964f5850.jpg
“It’s not illegal to go inside the Capitol” as the Oath Keepers and other Jan. 6 rioters did.,FALSE,Pg 34__29_a6db8b9f5f408935be4ef5283248f95d.jpg
“Facebook is spamming all climate articles by misleading readers about” the accuracy of climate models.,FALSE,Pg 34__30_1d3681cbdbf48bdf04d83c9e14668898.jpg
"“Few, If Any, Doses of Spikevax or Comirnaty Available in United States, Despite FDA Approvals”",FALSE,Pg 35__1_faeef5b551b487889337aa4f6ab9f120.jpeg
"$2,000 stimulus checks were due on Jan. 19.",FALSE,Pg 35__2_5bac640ff2c27aef25359219ae2db610.jpeg
“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”,FALSE,Pg 35__3_5645c1230e80112ccf69807df78a3485.jpg
“Over 65% of the country believes that (the) 2020 election was fraudulent. That number was around 35% a year ago.”,FALSE,Pg 35__12_002e306c89da11a120216b5c2d64e479.jpg
"""British data show the COVID shots are an abysmal failure, as COVID infection rates in the U.K. are higher among the ‘fully vaccinated’ in all adult cohorts.”",FALSE,Pg 35__13_642f513087d9e1a1ff27a49eb4ad1808.jpeg
Proposed changes to the Electoral Count act show Pence had the power and “could have overturned the election!”,FALSE,Pg 35__16_6586552cfb6a601951c7d425f76ff2e8.jpg
"Bruce Springsteen, Queen, Pearl Jam and Dave Grohl removed their music from Spotify.",FALSE,Pg 35__18_c61fe36b5dc42db4c3bce12ec6347a4a.jpg
"""Chicago maintained the lowest unemployment rate through most of 2021 of any large American city.""",FALSE,Pg 35__26_543b967754408332e4ea0ed7c6c6974e.jpg
“All these athletes are dropping dead on the field” after receiving the COVID-19 vaccination.,FALSE,Pg 35__28_e29277748af92f002bebe026fecdfdde.jpg
“There's never been a president (before Joe Biden) that has made race and gender the defining factor” for a Supreme Court nomination.,FALSE,Pg 35__29_b5242ac247593b9dec61b5cf8f59d4b3.jpg
"250,000 trucks are participating in the “Freedom Convoy” in Canada.",FALSE,Pg 35__30_0e905d1fe8d9d70bba810bc50b412156.jpeg
"“There’s 150 I believe now – it’s over 100 professional athletes dead, professional athletes, the prime of their life, dropping dead that are vaccinated, right on the pitch, right on the field, right on the court.""",FALSE,Pg 36__5_c48a41974679d430c83a7618b6bb1950.jpeg
"The Biden-Harris administration ""wants to hand out $450,000 to illegal immigrants.""",FALSE,Pg 36__7_2a2470d7324f3fdd912276e5159d9ad8.jpg
"""If the FAA is worried about what the 5G deployment will do to the planes, what do you think it will do to our bodies?""",FALSE,Pg 36__10_57cc9868bac84cec3295f01307603e48.jpg
"COVID-19-induced pneumonia is ""is actually mast cell degranulation of the lungs,"" a type of allergic reaction.",FALSE,Pg 36__11_caa8b5e04d944df146a94a1b5c1f66a6.jpg
“All communications to families from the US Navy have been halted.”,FALSE,Pg 36__12_d220d9dc69fbf80ccb50669e2beb565d.jpg
"A German doctor discovered the COVID-19 vaccines include graphene oxide or graphene hydroxide, and the full list of ingredients is secret because of the emergency use authorization.",FALSE,Pg 36__16_fcd883c434f26be701f80466e532b716.jpeg
The CDC said that 75% of COVID-19 deaths have involved people with at least four comorbidities.,FALSE,Pg 36__17_c1995f3b8cb19c608446ad9110dd8ea8.jpg
The Freedom to Vote Act is “a sprawling takeover of our whole political system.”,FALSE,Pg 36__18_d5f4da336d774ba54149d03960aa0c9e.jpg
"“Supreme Court Justice Sonia Sotomayor tests positive for COVID-19 despite triple vaccination, diligent masking and working from home.”",FALSE,Pg 36__24_039294fe445f7c5857599fcee3f615e7.jpeg
Rabbi taken hostage in Texas synagogue is “anti-Zionist” who may have known gunman.,FALSE,Pg 36__25_eb68c9a22c73bf4d97d1e49aed3c8b15.jpg
Novak Djokovic is the first professional athlete to be banned from a major sporting event for “not taking drugs.”,FALSE,Pg 36__26_3d167149a0e0a2e55a9dca4ad228d84e.jpg
Former President Donald Trump “is fluent in Japanese.”,FALSE,Pg 36__29_0f1cf0409f7bb63d053b08d817dd19bc.jpg
"""Even the WHO has conceded that the (SARS- CoV-2) virus … is no more dangerous than the common flu, with an infection fatality rate of 0.14%.""",FALSE,Pg 37__1_4e28203ec3a2763e1c1b8b36dfe5a4c4.jpeg
Images show how climate change destroyed the Greenland ice sheet and harmed a polar bear from 2009 to 2019.,FALSE,Pg 37__2_80f4c151e9ca8f821104b595acf599ee.jpg
"“The Wisconsin voter roll has over 120,000 active voters who have been registered to vote for over 100 years.”",FALSE,Pg 37__5_4f18edff2983ad04c99453e961cad3ac.jpeg
"As a youth, “I got arrested” protesting for civil rights.",FALSE,Pg 37__7_6f22e4e3ffa834451964d1e27cb136d0.jpeg
"Retired U.S. presidents and members of Congress collect full salaries “for life.""",FALSE,Pg 37__8_297680bbec487e17fa6b032121c9361e.jpg
“The CDC director just said that 75% of ‘Covid deaths’ occurred in people with at least four comorbidities.”,FALSE,Pg 37__12_8c662e31c7e782ad938391905c3aad8d.jpg
Says Alexandria Ocasio-Cortez “says that all young people want to be socialists.”,FALSE,Pg 37__14_6142d4661b1774b35b6f5af12fb902f4.jpeg
"""Clarence Thomas’s wife was one of the organizers of Jan 6th""",FALSE,Pg 37__16_0194eebaf589d841d1af27b53c3bd73c.jpg
"""Biden's CDC Director ADMITS Her Own Employees Aren't Getting Vaccinated.""",FALSE,Pg 37__17_9ced2b5a920163fca36c1f2749e770db.jpg
Says Bob Saget died from the COVID-19 vaccine.,FALSE,Pg 37__19_43dcb76ac67607e534de4d975c208fdd.jpeg
"Recently released Jan. 6 footage shows ""these cops using massive amounts of force against unarmed Trump supporters, including women.""",FALSE,Pg 37__21_b3aaed19bd641db6571edf4a3d61b406.jpg
"“We have over 100,000 children, which we’ve never had before, in serious condition, and many on ventilators” due to the coronavirus.",FALSE,Pg 37__22_2ee428e67391616e3f68c6b5938413bd.jpg
"""Half a million sharks could be killed to make the COVID-19 vaccine.""",FALSE,Pg 37__28_cd72ff72161de772546e378c922789b7.jpg
Electric vehicles would not have fared well in the Virginia snowstorm traffic jam.,FALSE,Pg 37__29_988c1d7fc26e4eaf7991bb7cc225daa1.jpg
"“In Wisconsin, we have 50% of the population paying 50%, 60%, 70%, sometimes 80% for their housing.”",FALSE,Pg 38__1_aa26954981a94cedcad6ab878efef66b.jpg
“Pfizer CEO: New Pill Will Have a Microchip That Transmits Info Once You Swallow It!”,FALSE,Pg 38__7_ebc6de6a3ccee5a85b89a0f784ba4ccd.jpeg
President Joe Biden “never had a” COVID-19 “plan.”,FALSE,Pg 38__8_d8f952a13f7b962c8107b3f342916114.jpg
A judge sealed “all the evidence and proof of who helped Ghislaine Maxwell sex traffic children.”,FALSE,Pg 38__11_b82d5e43f657d89609a66ab4e343e89e.jpeg
Vaccines are why flights have been shut down worldwide.,FALSE,Pg 38__13_e0caa36194e342e8a95b9a3f203d36a2.jpeg
“Trump cut Social Security benefits by over $3 billion.”,FALSE,Pg 38__14_6648039cf077af0883772f031ccacbfe.jpg
“WHO Director-General: The vaccines are being used to kill children.”,FALSE,Pg 38__15_c7822c7b2b524900519b666b11b89e28.jpg
"""Polar bears have increased 400% in 45 years; whales are nearly fully recovered; extinctions are down 90% past century. Koalas are doing fine. If we could ban wind turbines we could save 85,000 birds of prey/yr in US alone.""",FALSE,Pg 38__17_b320ded0fe969e1a1ec61b70735b3d9c.jpg
NASA study says snake plants can produce enough oxygen for humans to live in a sealed room.,FALSE,Pg 38__18_6a300791c04cbb8f7220660061180ba9.jpg
"“I represent more, or just as many or more, people than Joe Manchin does.”",FALSE,Pg 38__19_cec45ac1e26f5750ce3f848c85f1fd77.jpg
"Eating grapefruit, “if you're on antidepressants,” can “cause a fatal overdose.”",FALSE,Pg 38__20_d4b0893916970e9fb4fc2b2f995ef7c1.jpg
"The omicron variant of COVID-19 “came out” in 2021, but “the copyright on this book” about the variant is 2020.",FALSE,Pg 38__23_46756d59a26e86affd44fd09cfe14c61.jpg
“Maybe they’re just calling the common cold … the omicron variant.”,FALSE,Pg 38__24_31638c661376d2b2a24753c27bbd8bc5.jpg
A video from British public broadcaster BBC shows the network was part of a 9/11 conspiracy.,FALSE,Pg 39__4_baad35ad42f09f7527a16667acab80bf.jpg
“I’ve been against that war in Afghanistan from the very beginning.”,FALSE,Pg 39__6_70c379909490d5c31baad0928edb6ba1.jpg
"""2,809 Dead Babies in VAERS Following COVID Shots as New Documents Prove Pfizer, the FDA, and the CDC Knew the Shots Were Not Safe for Pregnant Women""",FALSE,Pg 39__7_c13c262b54cded244e82babb12522156.jpeg
“The CBO says (the Build Back Better Act) is $3 trillion of deficit spending.”,FALSE,Pg 39__8_f68fd6d24ff0a2d8ceaf98cae38fc4dc.jpg
“Wisconsin 2020 election investigation finds more illegal votes were cast than Biden's margin of victory.”,FALSE,Pg 39__9_8b5910c23f09868e22122982e4060241.jpeg
"At Lions Gate Hospital in Vancouver, “13 babies were reportedly stillborn at the hospital in a period of 24 hours. All of their mothers had received a COVID-19 injection.”",FALSE,Pg 39__11_26d90f29f4b14d2346f0ef87bfe8a044.jpeg
"Deaths from vaccines have totaled 1,621 from Johnson & Johnson, 4,799 from Moderna, 13,039 from Pfizer and 73 from unknown vaccines. And this is an undercount because “only 1% of deaths are reported.”",FALSE,Pg 39__13_c1e3b0b3e8881d139622ae1d6021e8c8.jpg
"Society is “choosing blood clots and heart problems over cold and flu symptoms, or even no symptoms at all.”",FALSE,Pg 39__17_c6386f7365fd686dab8a3151bd644826.jpg
"“The toxicity of COVID-Omicron is 5 times higher than that of the delta variant, and the mortality rate is also higher than that of Delta.”",FALSE,Pg 39__19_e4519267d94eecd14b2a45cec969e78a.jpeg
Electric vehicles are more likely to fail in traffic jams.,FALSE,Pg 39__21_3e0e1accbda643267dcd70c7b8fcf33a.jpg
"Gas prices were ""$1.86 when I left"" the White House.",FALSE,Pg 39__23_a283ca3ea5f681f81d228dc9221cb6b0.jpg
“There’s only one reporter on site” at the Ghislaine Maxwell trial.,FALSE,Pg 39__25_dcc0aa41222946ce4cb1eca5c7cf3f50.jpeg
"A Canary Islands volcano eruption could lead to a mega tsunami in the U.S., with a 160-foot wave and no warnings.",FALSE,Pg 40__2_5545d22e066007b50fd3cad7aae17a13.jpg
COVID-19 vaccines are gene therapy and a recent Forbes article proves that.,FALSE,Pg 40__4_3cc64b8ed0bbce24a3538d3a5ce270d0.jpg
“I used to drive a tractor trailer … I only did it for part of a summer.”,FALSE,Pg 40__5_1b18e17eec838929e22844dbc7c36200.jpg
The House-passed Build Back Better bill is a “government takeover of child care.”,FALSE,Pg 40__6_c5074a1c8040a91719b108756cf2021c.jpg
"""If you look pre-COVID"" under President Donald Trump, ""we didn't import a single barrel of oil from Saudi Arabia.”",FALSE,Pg 40__7_475ef86a8ba1dfb74f66d8736b88fa61.jpg
"""The number of small businesses is up 30% compared to before the pandemic.""",FALSE,Pg 40__8_a62528f25384f5bc11aeb421c50a9d21.jpg
Heart complications are one symptom “listed” for the omicron variant and are being “used to cover up effects” of COVID-19 vaccines.,FALSE,Pg 40__10_46756d59a26e86affd44fd09cfe14c61.jpg
Athletes are collapsing with heart-related issues due to the COVID-19 vaccines,FALSE,Pg 40__16_f7417275e6b27fda195a856965c853d1.jpg
Kyle Rittenhouse was an “armed person” crossing state lines when he came to Kenosha protests in 2020.,FALSE,Pg 40__27_1222a4f38dc1dca98e528776eb05a131.jpg
“The gas station where they initially attacked” Kyle Rittenhouse “is owned by his grandparents.”,FALSE,Pg 40__28_8ac68b8d4384a8a2d726b66c62153c59.jpg
"""Fauci admits Covid vax doesn't work""",FALSE,Pg 40__30_bd9177b2834bea988b428665927f59d1.jpeg
“If you or your family spends $28 a day — prepare to be under constant audit by the IRS.”,FALSE,Pg 41__3_9f83294322ffe037a53137f0fd7d5012.jpg
“German News Agency Tracks 75 Prominent Athletes Suddenly Dead Of Heart Attacks After COVID Vax”,FALSE,Pg 41__5_6e28e69bbb07d67ad54d0e2bcccda2f7.jpg
“Never in American history has so much been spent at one time. Never in American history will so many taxes be raised and so much borrowing be needed to pay for this reckless spending.”,FALSE,Pg 41__7_bd44f7620d95e73732b054924fe7f536.jpg
“No economist out there is projecting that (the Build Back Better bill) will have a negative impact on inflation.”,FALSE,Pg 41__9_15914f91e73ca45de1f589a8f2fab052.jpg
"“500 National Guardsmen being called to Kenosha ahead of the Rittenhouse verdict. Had they done this in the first place, there wouldn’t have been a trial.”",FALSE,Pg 41__16_8ac68b8d4384a8a2d726b66c62153c59.jpg
Kyle Rittenhouse’s mother “drove him across state lines and dropped him off in the middle of a riot armed with an assault rifle” in Kenosha.,FALSE,Pg 41__21_1222a4f38dc1dca98e528776eb05a131.jpg
"""Report finds increased risk of spontaneous abortion following COVID-19 vaccination during pregnancy” after correcting “major error” in CDC study.",FALSE,Pg 41__24_c13c262b54cded244e82babb12522156.jpeg
“Gavin Newsom is out of sight likely because he has Guillain-Barre syndrome from his booster shot.”,FALSE,Pg 41__27_e5893fc144e64e7625bdca93f20fa6eb.jpeg
“Sending your child to school” on a day when vaccines are being administered “is implied consent” for getting the COVID-19 vaccine.,FALSE,Pg 41__29_1fbe794103557e7a1a2ecca78928c438.jpeg
"Live Nation scheduled the 50,000-person Astroworld music festival at a venue that has a capacity of 20,000.",FALSE,Pg 41__30_0448b60200d121105385ac83424bc325.jpg
Photos show “diesel generators” at the COP26 climate change conference.,FALSE,Pg 42__1_88606eb9d5317c00366640cf90d97471.jpg
President Joe Biden threatened to “swoop down with Special Forces folks and gather up every gun in America.”,FALSE,Pg 42__4_c34b523dd8d85ef7bcdd78aa00671a11.jpeg
The Biden Department of Justice “would use the FBI to target parents who speak out against critical race theory.”,FALSE,Pg 42__7_66ecc351074dbe416e0ec75be37c71d7.jpg
“Fox News went from 97% reporting to 94% in Virginia. The fraud is so blatant it's not funny anymore.”,FALSE,Pg 42__8_918e9cc90bbe9e365379709e4ee55612.jpg
"“Pfizer Confirms COVID-Vaccinated People Can ‘Shed’ Spike Proteins And Harm The Unvaccinated""",FALSE,Pg 42__9_57e1838b229b03ce41d0027d306f2397.jpg
"""This idea that it's the pandemic of the unvaccinated, it's just a total lie.""",FALSE,Pg 42__10_18803af683c201ae84a90fb6968c567b.jpg
"United Kingdom “government reports suggest the fully vaccinated are rapidly developing Acquired Immunodeficiency Syndrome.""",FALSE,Pg 42__12_5d87dcc080af6296e59942eb06f4105a.jpg
"“Moderna has been pulled in Iceland and pulled for everyone under age 30 in Finland, Sweden, Norway, Denmark due to heart issues.”",FALSE,Pg 42__20_953a3807ad0caf8e05de0c5b39089630.jpg
"Federal agents directly incited people on Jan. 6, 2021, and ""intentionally entrapped"" American citizens.",FALSE,Pg 42__21_6eb18d8496438f386a0d556667a992d5.jpg
“Global warming is part of (a) natural cycle and there’s nothing we can actually do to stop these cycles.”,FALSE,Pg 42__22_3971cacde8d9b5dd986048814d38913f.jpg
“The Biden administration wants to create an international oversight committee” to alter or cancel Second Amendment rights.,FALSE,Pg 42__29_b7b5ffd0dc466024ebee1047b7750522.jpg
